1.000E-02	1.689E+01
1.500E-02	1.251E+01
2.000E-02	1.010E+01
2.500E-02	8.556E+00
3.000E-02	7.480E+00
3.500E-02	6.682E+00
4.000E-02	6.067E+00
4.500E-02	5.576E+00
5.000E-02	5.175E+00
6.000E-02	4.559E+00
7.000E-02	4.107E+00
8.000E-02	3.761E+00
9.000E-02	3.487E+00
1.000E-01	3.265E+00
1.500E-01	2.583E+00
1.600E-01	2.497E+00
2.000E-01	2.236E+00
2.500E-01	2.028E+00
3.000E-01	1.892E+00
3.200E-01	1.850E+00
3.500E-01	1.797E+00
4.000E-01	1.729E+00
4.500E-01	1.677E+00
5.000E-01	1.638E+00
6.000E-01	1.585E+00
6.400E-01	1.569E+00
7.000E-01	1.551E+00
8.000E-01	1.529E+00
9.000E-01	1.516E+00
1.000E+00	1.507E+00
1.280E+00	1.500E+00
1.500E+00	1.502E+00
2.000E+00	1.518E+00
2.500E+00	1.538E+00
2.560E+00	1.541E+00
3.000E+00	1.558E+00
3.500E+00	1.575E+00
4.000E+00	1.591E+00
4.500E+00	1.605E+00
5.000E+00	1.618E+00
5.120E+00	1.620E+00
6.000E+00	1.639E+00
7.000E+00	1.657E+00
8.000E+00	1.672E+00
9.000E+00	1.685E+00
1.000E+01	1.697E+00
1.024E+01	1.699E+00
1.500E+01	1.740E+00
2.000E+01	1.769E+00
2.048E+01	1.772E+00
2.500E+01	1.791E+00
3.000E+01	1.809E+00
3.500E+01	1.824E+00
4.000E+01	1.837E+00
4.096E+01	1.839E+00
4.500E+01	1.848E+00
5.000E+01	1.858E+00
6.000E+01	1.874E+00
7.000E+01	1.888E+00
8.000E+01	1.900E+00
8.192E+01	1.902E+00
9.000E+01	1.910E+00
1.000E+02	1.919E+00
1.500E+02	1.952E+00
1.638E+02	1.959E+00
2.000E+02	1.975E+00
2.500E+02	1.992E+00
3.000E+02	2.006E+00
3.500E+02	2.018E+00
4.000E+02	2.029E+00
4.500E+02	2.038E+00
5.000E+02	2.046E+00
6.000E+02	2.060E+00
7.000E+02	2.072E+00
8.000E+02	2.082E+00
9.000E+02	2.091E+00
1.000E+03	2.099E+00
